Launch Date and Time (UTC),Launch Site (Abbrv.),Launch Site (Full),Latitude,Longitude,Launch Vehicle,Success,Official Payload Name,COSPAR,Tag
2002 Nov 24 0049:47,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Endeavour (STS-113),2002-052A,Space Shuttle
2002 Nov 25 2304:23,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,F,Astra 1K,2002-053A,
2002 Nov 28 0607:07,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,AlSat-1,2002-054A,
2002 Dec 5 0242:01,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas IIA,S,TDRS 10,2002-055A,
2002 Dec 11 2222,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,F,Hot Bird 7,2002-F03,
2002 Dec 14 0131,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 202,S,Midori-2,2002-056A,
2002 Dec 17 2304,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,NSS 6,2002-057A,
2002 Dec 20 1700:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Dnepr,S,AATiS-OSCAR-49,2002-058A,
2002 Dec 24 1220:13,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Kosmos-2393,2002-059A,
2002 Dec 25 0737:58,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Kosmos-2394,2002-060A,
2002 Dec 29 1640:04,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2F,S,Shenzhou 4,2002-061A,
2002 Dec 29 2316:40,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Nimiq 2,2002-062A,
2003 Jan 6 1419,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan II SLV,S,Coriolis,2003-001A,
2003 Jan 13 0045:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7320-10,S,Icesat,2003-002A,
2003 Jan 16 1539:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,F,Columbia (STS-107),2003-003A,Space Shuttle
2003 Jan 25 2013:35,ERAS,"Wallops Flight Facility, USA",37.8,-75.5,Pegasus XL,S,SORCE,2003-004A,
2003 Jan 29 1806:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-8,2003-005A,
2003 Feb 2 1259:40,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-47,2003-006A,
2003 Feb 15 0700,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 44L,S,INTELSAT 907,2003-007A,
2003 Mar 11 0059:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 4M,S,DSCS III A-3,2003-008A,
2003 Mar 28 0127,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 2024,S,JSE kougaku-1 gouki,2003-009A,
2003 Mar 31 2209:01,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-9,2003-010A,
2003 Apr 2 0153:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1T,2003-011A,
2003 Apr 8 1343:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Titan 401B/Centaur,S,Milstar 6,2003-012A,
2003 Apr 9 2252:19,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G,S,Insat 3A,2003-013A,
2003 Apr 12 0047:01,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas 3B,S,Asiasat 4,2003-014A,
2003 Apr 24 0423:17,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Kosmos-2397,2003-015A,
2003 Apr 26 0353:52,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-2,2003-016A,
2003 Apr 28 1159:57,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Pegasus XL,S,GALEX,2003-017A,
2003 May 8 1128,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,GSLV Mk I,S,GSAT-2,2003-018A,
2003 May 9 0429:25,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,M-V,S,Hayabusa,2003-019A,
2003 May 13 2210:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 401,S,Hellas Sat 2,2003-020A,
2003 May 24 1634:04,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3A,S,Beidou Daohang Shiyan Wei. 3,2003-021A,
2003 Jun 2 1745:26,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Mars Express,2003-022A,Mars
2003 Jun 4 1923:52,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-2398,2003-023A,
2003 Jun 6 2215:15,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/Briz-M,S,AMC 9,2003-024A,
2003 Jun 8 1034:19,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M1-10,2003-025A,
2003 Jun 10 1355:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Thuraya 2,2003-026A,
2003 Jun 10 1758:47,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,Spirit Rover,2003-027A,Mars
2003 Jun 11 2238:15,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G,S,BSAT-2c,2003-028A,
2003 Jun 19 2000:35,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-3,2003-029A,
2003 Jun 26 1853,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Pegasus XL,S,Orbview-3,2003-030A,
2003 Jun 30 1415:26,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Rokot,S,Mimosa,2003-031B,
2003 Jul 8 0318:15,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925H,S,Opportunity Rover,2003-032A,Mars
2003 Jul 17 2345:01,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 521,S,Rainbow 1,2003-033A,
2003 Aug 8 0330:55,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Echostar IX,2003-034A,
2003 Aug 12 1420:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Kosmos-2399,2003-035A,
2003 Aug 13 0209:33,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Pegasus XL,S,SCISAT-1,2003-036A,
2003 Aug 19 1050:45,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-2400,2003-037A,
2003 Aug 25 0535:39,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7920H,S,Spitzer Space Telescope,2003-038A,
2003 Aug 29 0147:59,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-48,2003-039A,
2003 Aug 29 2313:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 4M,S,DSCS III B-6,2003-040A,
2003 Sep 9 0429:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Titan 401B/Centaur,S,USA 171,2003-041A,
2003 Sep 16 1030?,TAISC,"Taiyuan Space Center, China",37.5,112.6,KT-1,F,Hangtian Tsinghua 1-02,2003-U01,
2003 Sep 27 0611:44,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Mozhaets-4,2003-042A,
2003 Sep 27 2314:46,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G,S,Eurobird 3,2003-043A,Moon
2003 Oct 1 0402:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Galaxy 13,2003-044A,
2003 Oct 15 0100:03,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2F,S,Shenzhou 5,2003-045A,
2003 Oct 17 0452:08,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,PSLV,S,Resourcesat,2003-046A,
2003 Oct 18 0538:03,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-3,2003-047A,
2003 Oct 18 1617,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan II SLV,S,DMSP F-16,2003-048A,
2003 Oct 21 0316,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 4B,S,Zi Yuan 1-2,2003-049A,
2003 Oct 30 1343:42,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Rokot,S,SERVIS-1,2003-050A,
2003 Nov 3 0720:04,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2D,S,Fanhui Shi Weixing (18),2003-051A,
2003 Nov 14 1601,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3A,S,Zhongxing 20,2003-052A,
2003 Nov 24 0622:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Yamal-202,2003-053A,
2003 Nov 29 0433,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 2024,F,JSE kougaku-2 gouki,2003-F02,
2003 Dec 2 1004,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas IIAS,S,USA 173,2003-054A,
2003 Dec 5 0600:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Strela,S,Gruzomaket,2003-055A,
2003 Dec 10 1742:12,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/Briz-M,S,Kosmos-2402,2003-056A,
2003 Dec 18 0230,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas 3B,S,UHF F/O F11,2003-057A,
2003 Dec 21 0805:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-10,2003-058A,
2003 Dec 27 2130:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Amos 2,2003-059A,
2003 Dec 28 2300:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Ekspress AM-22,2003-060A,
2003 Dec 29 1906:18,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 2C,S,Tan Ce 1,2003-061A,
2004 Jan 11 0412:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Estrela do Sul 1,2004-001A,
2004 Jan 29 1158:08,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M1-11,2004-002A,
2004 Feb 5 2346:02,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas IIAS,S,AMC 10,2004-003A,
2004 Feb 14 1850:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Titan 402B/IUS,S,DSP F22,2004-004A,
2004 Feb 18 0705:55,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1T,2004-005A,
2004 Mar 2 0717:44,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G+,S,Rosetta,2004-006A,
2004 Mar 13 0540:01,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas 3A,S,MBSAT,2004-007A,
2004 Mar 15 2306:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Eutelsat W3A,2004-008A,
2004 Mar 20 1753:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-11,2004-009A,
2004 Mar 27 0330:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Raduga-1,2004-010A,
2004 Apr 16 0045:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas IIAS,S,Superbird A2,2004-011A,
2004 Apr 18 1559:04,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 2C,S,Shiyan Weixing 1,2004-012A,
2004 Apr 19 0319:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-4,2004-013A,
2004 Apr 20 1657:24,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7920-10C,S,Gravity Probe B,2004-014A,
2004 Apr 26 2037:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Ekspress AM-11,2004-015A,
2004 May 4 1242:00,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,DirecTV 7S,2004-016A,
2004 May 19 2222:01,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas IIAS,S,AMC 11,2004-017A,
2004 May 20 1747:03,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Taurus 3210,S,Formosat-2,2004-018A,
2004 May 25 1234:23,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-49,2004-019A,
2004 May 28 0600:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-2405,2004-020A,
2004 Jun 10 0128:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Zenit-2,S,Kosmos-2406,2004-021A,
2004 Jun 16 2227:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,INTELSAT 10-02,2004-022A,
2004 Jun 23 2254:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-12,2004-023A,
2004 Jun 29 0358:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Telstar 18,2004-024A,
2004 Jun 29 0630:06,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Dnepr,S,Aprizesat-2,2004-025A,
2004 Jul 15 1001:59,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7920-10L,S,Aura,2004-026A,
2004 Jul 18 0044,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G+,S,Anik F2,2004-027A,
2004 Jul 22 1746:28,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-2407,2004-028A,
2004 Jul 25 0705,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 2C,S,Tan Ce 2,2004-029A,
2004 Aug 3 0615:57,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925H,S,Messenger,2004-030A,
2004 Aug 4 2232:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Amazonas-1,2004-031A,
2004 Aug 11 0503:07,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U,S,Progress M-50,2004-032A,
2004 Aug 29 0750:05,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2C,S,Fanhui Shi Weixing (19),2004-033A,
2004 Aug 31 2317:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas IIAS,S,USA 179,2004-034A,
2004 Sep 6 1053,YAVNE,"Yavne Launch Facility, Israel",31.5,34.5,Shaviyt 1,F,'Ofeq-6,2004-F01,
2004 Sep 8 2314,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 4B,S,Shi Jian 6/1B,2004-035A,
2004 Sep 20 1031,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,GSLV Mk I,S,EDUSAT,2004-036A,
2004 Sep 23 1507:36,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-2408,2004-037A,
2004 Sep 24 1650:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,S,Kosmos-2410,2004-038A,
2004 Sep 27 0800:04,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2D,S,Fanhui Shi Weixing (20),2004-039A,
2004 Oct 14 0306:26,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-5,2004-040A,
2004 Oct 14 2123:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,AMC 15,2004-041A,
2004 Oct 19 0120:05,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3A,S,Feng Yun 2C,2004-042A,
2004 Oct 29 2211:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Ekspress AM-1,2004-043A,
2004 Nov 6 0310,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 4B,S,Zi Yuan 2-3,2004-044A,
2004 Nov 6 0539:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-13,2004-045A,
2004 Nov 8 1829:58,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-2-1A,S,Oblik,2004-U01,
2004 Nov 18 1045,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 2C,S,Shiyan Weixing 2,2004-046A,
2004 Nov 20 1716:01,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7320-10C,S,Swift,2004-047A,
2004 Dec 17 1207:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 521,S,AMC 16,2004-048A,
2004 Dec 18 1626,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5G+,S,Helios IIA,2004-049A,
2004 Dec 21 2150:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 4H,F,Demosat,2004-050A,
2004 Dec 23 2219:34,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-51,2004-051A,
2004 Dec 24 1120:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Tsiklon-3,F,Sich-1M,2004-052A,
2004 Dec 26 1353:31,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Kosmos-2411,2004-053A,
2005 Jan 12 1847:08,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,DIF,2005-001A,
2005 Jan 20 0300:07,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-2414,2005-002A,
2005 Feb 3 0227:32,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,AMC 12,2005-003A,
2005 Feb 3 0741:01,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas 3B,S,USA 181,2005-004A,
2005 Feb 12 2103:01,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,XTAR-EUR,2005-005A,
2005 Feb 26 0925,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 2022,S,Himawari-6,2005-006A,
2005 Feb 28 1909:18,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,TNS-0 Nanosputnik,2005-007C,
2005 Mar 1 0350:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,XM-3,2005-008A,
2005 Mar 11 2142:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 431,S,INMARSAT 4 F1,2005-009A,
2005 Mar 29 2131:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Ekspress AM-2,2005-010A,
2005 Apr 11 1335,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Minotaur 1,S,XSS-11,2005-011A,
2005 Apr 12 1200,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3B,S,Apstar 6,2005-012A,
2005 Apr 15 0046:25,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-6,2005-013A,
2005 Apr 15 1726:50,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Pegasus XL/HAPS,S,DART,2005-014A,
2005 Apr 26 0731:29,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Spaceway 1,2005-015A,
2005 Apr 30 0050:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Titan 405B,S,USA 182,2005-016A,
2005 May 5 0445,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,PSLV,S,Cartosat-1,2005-017A,
2005 May 20 1022:01,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7320-10C,S,NOAA 18,2005-018A,
2005 May 22 1759:08,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,DirecTV-8,2005-019A,
2005 May 31 1200:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Foton-M No. 2,2005-020A,
2005 Jun 9,TAISC,"Taiyuan Space Center, China",37.5,112.6,KT-1,F,KT-1 satellite?,2005-F04,
2005 Jun 16 2309:34,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-53,2005-021A,
2005 Jun 21 0048:37,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,F,Molniya-3K,2005-F01,
2005 Jun 21 1946:09,SUBL,"Submarine Launch Platform (mobile), Russia",74.803859,36.610515,Volna,F,Cosmos-1,2005-F02,
2005 Jun 23 1403:00,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Intelsat IA-8,2005-022A,
2005 Jun 24 1941:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Ekspress AM-3,2005-023A,
2005 Jul 5 2240,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2D,S,Shi Jian 7,2005-024A,
2005 Jul 10 0330,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,M-V,S,Suzaku,2005-025A,
2005 Jul 26 1439:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Discovery (STS-114),2005-026A,Space Shuttle
2005 Aug 2 0730:03,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2C,S,Fanhui Shi Weixing (21),2005-027A,
2005 Aug 11 0820:44,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5GS,S,Thaicom 4,2005-028A,
2005 Aug 12 1143:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 401,S,Mars Reconnaissance Orbiter,2005-029A,Mars
2005 Aug 13 2328:27,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Galaxy 14,2005-030A,
2005 Aug 23 2109:59,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Dnepr,S,Kirari,2005-031A,
2005 Aug 26 1834:28,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Rokot,S,Monitor-E No. 1,2005-032A,
2005 Aug 29 0845:04,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2D,S,Fanhui Shi Weixing (22),2005-033A,
2005 Sep 2 0950:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Kosmos-2415,2005-034A,
2005 Sep 8 1307:54,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-54,2005-035A,
2005 Sep 8 2153:40,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Anik F1R,2005-036A,
2005 Sep 23 0224:29,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Minotaur 1,S,STP-R1,2005-037A,
2005 Sep 26 0337:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-14(M),2005-038A,
2005 Oct 1 0354:53,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-7,2005-039A,
2005 Oct 8 1502:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Rokot,F,CRYOSAT,2005-F03,
2005 Oct 12 0100,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2F,S,Shenzhou 6,2005-040A,
2005 Oct 13 2232,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5GS,S,Galaxy 15,2005-041A,
2005 Oct 19 1805,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 404B,S,USA 186,2005-042A,
2005 Oct 27 0652:26,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Beijing-1,2005-043A,
2005 Nov 8 1406:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,INMARSAT 4 F2,2005-044A,
2005 Nov 9 0333:34,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Venus Express,2005-045A,Venus
2005 Nov 16 2346:00,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Telkom 2,2005-046A,
2005 Dec 21 1838:20,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-55,2005-047A,
2005 Dec 21 1934:20,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-2416,2005-048A,
2005 Dec 21 2233,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5GS,S,Insat 4A,2005-049A,
2005 Dec 25 0507:10,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Kosmos-2419,2005-050A,
2005 Dec 28 0519:08,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Giove A,2005-051A,
2005 Dec 29 0228:40,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,AMC 23,2005-052A,
